id,subzone,planning_area,venue_type,competitor_score,competitor_density,created_at,competitor_count,underserved_score,overall_score
4423,SUNGEI ROAD,ROCHOR,SPORTS_COMPLEX,29.69,unknown,2025-04-18 14:19:28.848579,,37.70,46.95
4424,ONE NORTH,QUEENSTOWN,ARTS,65.67,unknown,2025-04-18 14:19:28.885504,,0.67,33.99
4425,ONE NORTH,QUEENSTOWN,APPAREL,43.19,extremely low,2025-04-18 14:19:28.926529,1,0.33,14.91
4426,ONE NORTH,QUEENSTOWN,CAFE,84.18,extremely high,2025-04-18 14:19:28.965598,23,0.03,29.19
4427,ONE NORTH,QUEENSTOWN,CLUBS,47.70,unknown,2025-04-18 14:19:28.99957,,0.67,33.99
4428,ONE NORTH,QUEENSTOWN,DOCTOR,61.63,medium,2025-04-18 14:19:29.042875,6,0.10,16.57
4429,ONE NORTH,QUEENSTOWN,RESTAURANT,38.07,extremely high,2025-04-18 14:19:29.089575,75,0.01,23.34
4430,ONE NORTH,QUEENSTOWN,SHOPPING,56.81,high,2025-04-18 14:19:29.128147,8,0.07,16.56
4431,ONE NORTH,QUEENSTOWN,PERSONAL_CARE,11.84,medium,2025-04-18 14:19:29.171582,5,0.11,16.58
4432,ONE NORTH,QUEENSTOWN,SCHOOL,99.91,high,2025-04-18 14:19:29.236373,10,0.06,15.47
4433,ONE NORTH,QUEENSTOWN,VEHICLE,60.16,extremely low,2025-04-18 14:19:29.275541,1,0.33,14.91
4434,ONE NORTH,QUEENSTOWN,SPORTS_COMPLEX,63.86,unknown,2025-04-18 14:19:29.327566,,0.67,33.99
4435,TANJONG RHU,KALLANG,ARTS,75.25,extremely low,2025-04-18 14:19:29.373768,1,4.49,50.2
4436,TANJONG RHU,KALLANG,APPAREL,73.73,low,2025-04-18 14:19:29.408894,3,2.24,55.26
4437,TANJONG RHU,KALLANG,CAFE,34.78,high,2025-04-18 14:19:29.446033,10,0.82,35.9
4438,TANJONG RHU,KALLANG,CLUBS,80.38,low,2025-04-18 14:19:29.478787,2,2.99,49.67
4439,TANJONG RHU,KALLANG,DOCTOR,98.22,extremely low,2025-04-18 14:19:29.513585,1,4.49,38.16
4440,TANJONG RHU,KALLANG,RESTAURANT,65.74,extremely high,2025-04-18 14:19:29.552496,33,0.26,50.6
4441,TANJONG RHU,KALLANG,SHOPPING,11.19,high,2025-04-18 14:19:29.602984,8,1.00,44.91
4442,TANJONG RHU,KALLANG,PERSONAL_CARE,63.89,low,2025-04-18 14:19:29.641265,3,2.24,55.26
4443,TANJONG RHU,KALLANG,SCHOOL,35.80,medium,2025-04-18 14:19:29.683435,4,1.80,31.66
4444,TANJONG RHU,KALLANG,VEHICLE,56.85,low,2025-04-18 14:19:29.723081,2,2.99,49.67
4445,TANJONG RHU,KALLANG,SPORTS_COMPLEX,80.70,medium,2025-04-18 14:19:29.768429,6,1.28,36.9
4446,KATONG,MARINE PARADE,ARTS,10.32,medium,2025-04-18 14:19:29.806322,2,6.60,50.93
4447,KATONG,MARINE PARADE,APPAREL,69.50,medium,2025-04-18 14:19:29.848707,2,6.60,38.9
4448,KATONG,MARINE PARADE,CAFE,88.61,extremely high,2025-04-18 14:19:29.888867,23,0.82,35.9
4449,KATONG,MARINE PARADE,CLUBS,82.90,low,2025-04-18 14:19:29.926297,1,9.90,52.09
4450,KATONG,MARINE PARADE,DOCTOR,2.84,extremely high,2025-04-18 14:19:30.005011,8,2.20,25.19
4451,KATONG,MARINE PARADE,RESTAURANT,59.46,extremely high,2025-04-18 14:19:30.043531,81,0.24,31.65
4452,KATONG,MARINE PARADE,SHOPPING,66.28,extremely high,2025-04-18 14:19:30.085492,22,0.86,24.72
4453,KATONG,MARINE PARADE,PERSONAL_CARE,69.96,extremely high,2025-04-18 14:19:30.133071,19,0.99,24.76
4454,KATONG,MARINE PARADE,SCHOOL,10.73,extremely high,2025-04-18 14:19:30.169313,17,1.10,28.73
4455,KATONG,MARINE PARADE,VEHICLE,91.15,high,2025-04-18 14:19:30.20717,5,3.30,25.57
4456,KATONG,MARINE PARADE,SPORTS_COMPLEX,62.58,high,2025-04-18 14:19:30.245675,6,2.83,37.45
4457,BOULEVARD,ORCHARD,ARTS,99.68,unknown,2025-04-18 14:19:30.279562,,1.79,34.38
4458,BOULEVARD,ORCHARD,APPAREL,95.77,unknown,2025-04-18 14:19:30.316525,,1.79,22.34
4459,BOULEVARD,ORCHARD,CAFE,13.42,unknown,2025-04-18 14:19:30.348946,,1.79,31.61
4460,BOULEVARD,ORCHARD,CLUBS,27.70,unknown,2025-04-18 14:19:30.387512,,1.79,34.38
4461,BOULEVARD,ORCHARD,DOCTOR,21.76,unknown,2025-04-18 14:19:30.419657,,1.79,22.34
4462,BOULEVARD,ORCHARD,RESTAURANT,89.21,unknown,2025-04-18 14:19:30.455458,,1.79,18.53
4463,BOULEVARD,ORCHARD,SHOPPING,0.23,unknown,2025-04-18 14:19:30.490192,,1.79,22.34
4464,BOULEVARD,ORCHARD,PERSONAL_CARE,85.03,unknown,2025-04-18 14:19:30.52757,,1.79,22.34
4465,BOULEVARD,ORCHARD,SCHOOL,54.65,unknown,2025-04-18 14:19:30.567222,,1.79,18.5
4466,BOULEVARD,ORCHARD,VEHICLE,42.77,unknown,2025-04-18 14:19:30.607315,,1.79,22.34
4467,BOULEVARD,ORCHARD,SPORTS_COMPLEX,38.32,unknown,2025-04-18 14:19:30.642613,,1.79,34.38
4468,ISTANA NEGARA,NEWTON,ARTS,5.28,unknown,2025-04-18 14:19:30.675815,,0.00,33.75
4469,ISTANA NEGARA,NEWTON,APPAREL,60.40,unknown,2025-04-18 14:19:30.714948,,0.00,6.92
4470,ISTANA NEGARA,NEWTON,CAFE,32.47,unknown,2025-04-18 14:19:30.769394,,0.00,30.98
4471,ISTANA NEGARA,NEWTON,CLUBS,78.47,unknown,2025-04-18 14:19:30.807775,,0.00,33.75
4472,ISTANA NEGARA,NEWTON,DOCTOR,96.22,unknown,2025-04-18 14:19:30.899614,,0.00,6.92
4473,ISTANA NEGARA,NEWTON,RESTAURANT,8.65,unknown,2025-04-18 14:19:30.943415,,0.00,3.11
4474,ISTANA NEGARA,NEWTON,SHOPPING,9.04,unknown,2025-04-18 14:19:30.976653,,0.00,6.92
4475,ISTANA NEGARA,NEWTON,PERSONAL_CARE,4.88,unknown,2025-04-18 14:19:31.020739,,0.00,6.92
4476,ISTANA NEGARA,NEWTON,SCHOOL,2.89,unknown,2025-04-18 14:19:31.059949,,0.00,3.08
4477,ISTANA NEGARA,NEWTON,VEHICLE,4.31,unknown,2025-04-18 14:19:31.10299,,0.00,6.92
4478,ISTANA NEGARA,NEWTON,SPORTS_COMPLEX,83.45,unknown,2025-04-18 14:19:31.141838,,0.00,33.75
4479,LITTLE INDIA,ROCHOR,ARTS,68.65,unknown,2025-04-18 14:19:31.176416,,26.14,42.9
4480,LITTLE INDIA,ROCHOR,APPAREL,39.53,unknown,2025-04-18 14:19:31.211552,,26.14,30.86
4481,LITTLE INDIA,ROCHOR,CAFE,17.34,unknown,2025-04-18 14:19:31.254066,,26.14,40.13
4482,LITTLE INDIA,ROCHOR,CLUBS,87.56,unknown,2025-04-18 14:19:31.291959,,26.14,42.9
4483,LITTLE INDIA,ROCHOR,DOCTOR,78.96,unknown,2025-04-18 14:19:31.342439,,26.14,30.86
4484,LITTLE INDIA,ROCHOR,RESTAURANT,61.69,unknown,2025-04-18 14:19:31.382823,,26.14,27.05
4485,LITTLE INDIA,ROCHOR,SHOPPING,7.46,unknown,2025-04-18 14:19:31.419394,,26.14,30.86
4486,LITTLE INDIA,ROCHOR,PERSONAL_CARE,6.76,unknown,2025-04-18 14:19:31.482741,,26.14,30.86
4487,LITTLE INDIA,ROCHOR,SCHOOL,18.49,unknown,2025-04-18 14:19:31.54234,,26.14,27.03
4488,LITTLE INDIA,ROCHOR,VEHICLE,57.68,unknown,2025-04-18 14:19:31.577714,,26.14,30.86
4489,LITTLE INDIA,ROCHOR,SPORTS_COMPLEX,44.54,unknown,2025-04-18 14:19:31.619299,,26.14,42.9
4490,GUL BASIN,PIONEER,ARTS,8.18,unknown,2025-04-18 14:19:31.662005,,0.00,33.75
4491,GUL BASIN,PIONEER,APPAREL,29.20,unknown,2025-04-18 14:19:31.704012,,0.00,6.92
4492,GUL BASIN,PIONEER,CAFE,35.78,unknown,2025-04-18 14:19:31.745605,,0.00,30.98
4493,GUL BASIN,PIONEER,CLUBS,12.60,unknown,2025-04-18 14:19:31.804657,,0.00,33.75
4494,GUL BASIN,PIONEER,DOCTOR,14.36,unknown,2025-04-18 14:19:31.875223,,0.00,6.92
4495,GUL BASIN,PIONEER,RESTAURANT,35.50,unknown,2025-04-18 14:19:31.931805,,0.00,3.11
4496,GUL BASIN,PIONEER,SHOPPING,1.35,unknown,2025-04-18 14:19:31.983807,,0.00,6.92
4497,GUL BASIN,PIONEER,PERSONAL_CARE,12.60,unknown,2025-04-18 14:19:32.028639,,0.00,6.92
4498,GUL BASIN,PIONEER,SCHOOL,35.58,unknown,2025-04-18 14:19:32.072223,,0.00,3.08
4499,GUL BASIN,PIONEER,VEHICLE,97.74,unknown,2025-04-18 14:19:32.135311,,0.00,6.92
4500,GUL BASIN,PIONEER,SPORTS_COMPLEX,45.65,unknown,2025-04-18 14:19:32.181916,,0.00,33.75
4501,MARINA CENTRE,DOWNTOWN CORE,ARTS,41.51,unknown,2025-04-18 14:19:32.227895,,0.00,33.75
4502,MARINA CENTRE,DOWNTOWN CORE,APPAREL,54.34,unknown,2025-04-18 14:19:32.270915,,0.00,6.92
4503,MARINA CENTRE,DOWNTOWN CORE,CAFE,44.10,unknown,2025-04-18 14:19:32.315945,,0.00,30.98
4504,MARINA CENTRE,DOWNTOWN CORE,CLUBS,61.35,unknown,2025-04-18 14:19:32.356193,,0.00,33.75
4505,MARINA CENTRE,DOWNTOWN CORE,DOCTOR,24.79,unknown,2025-04-18 14:19:32.40355,,0.00,6.92
4506,MARINA CENTRE,DOWNTOWN CORE,RESTAURANT,56.20,unknown,2025-04-18 14:19:32.439286,,0.00,3.11
4507,MARINA CENTRE,DOWNTOWN CORE,SHOPPING,89.68,unknown,2025-04-18 14:19:32.481842,,0.00,6.92
4508,MARINA CENTRE,DOWNTOWN CORE,PERSONAL_CARE,99.29,unknown,2025-04-18 14:19:32.521826,,0.00,6.92
4509,MARINA CENTRE,DOWNTOWN CORE,SCHOOL,57.07,unknown,2025-04-18 14:19:32.556713,,0.00,3.08
4510,MARINA CENTRE,DOWNTOWN CORE,VEHICLE,2.81,unknown,2025-04-18 14:19:32.593209,,0.00,6.92
4511,MARINA CENTRE,DOWNTOWN CORE,SPORTS_COMPLEX,50.82,unknown,2025-04-18 14:19:32.631761,,0.00,33.75
4512,BRAS BASAH,MUSEUM,ARTS,26.56,unknown,2025-04-18 14:19:32.667109,,0.00,33.75
4513,BRAS BASAH,MUSEUM,APPAREL,7.02,unknown,2025-04-18 14:19:32.703138,,0.00,6.92
4514,BRAS BASAH,MUSEUM,CAFE,73.58,unknown,2025-04-18 14:19:32.740181,,0.00,30.98
4515,BRAS BASAH,MUSEUM,CLUBS,39.59,unknown,2025-04-18 14:19:32.774916,,0.00,33.75
4516,BRAS BASAH,MUSEUM,DOCTOR,36.52,unknown,2025-04-18 14:19:32.813215,,0.00,6.92
4517,BRAS BASAH,MUSEUM,RESTAURANT,6.05,unknown,2025-04-18 14:19:32.846415,,0.00,3.11
4518,BRAS BASAH,MUSEUM,SHOPPING,34.71,unknown,2025-04-18 14:19:32.88052,,0.00,6.92
4519,BRAS BASAH,MUSEUM,PERSONAL_CARE,89.98,unknown,2025-04-18 14:19:32.913652,,0.00,6.92
4520,BRAS BASAH,MUSEUM,SCHOOL,87.51,unknown,2025-04-18 14:19:32.947897,,0.00,3.08
4521,BRAS BASAH,MUSEUM,VEHICLE,72.36,unknown,2025-04-18 14:19:33.005489,,0.00,6.92
4522,BRAS BASAH,MUSEUM,SPORTS_COMPLEX,11.11,unknown,2025-04-18 14:19:33.041392,,0.00,33.75
4523,SOMERSET,ORCHARD,ARTS,42.13,unknown,2025-04-18 14:19:33.085925,,0.63,33.97
4524,SOMERSET,ORCHARD,APPAREL,65.44,unknown,2025-04-18 14:19:33.118788,,0.63,21.93
4525,SOMERSET,ORCHARD,CAFE,84.17,unknown,2025-04-18 14:19:33.152976,,0.63,31.2
4526,SOMERSET,ORCHARD,CLUBS,2.93,unknown,2025-04-18 14:19:33.185466,,0.63,33.97
4527,SOMERSET,ORCHARD,DOCTOR,84.04,unknown,2025-04-18 14:19:33.23028,,0.63,21.93
4528,SOMERSET,ORCHARD,RESTAURANT,9.69,unknown,2025-04-18 14:19:33.264146,,0.63,18.12
4529,SOMERSET,ORCHARD,SHOPPING,95.78,unknown,2025-04-18 14:19:33.301193,,0.63,21.94
4530,SOMERSET,ORCHARD,PERSONAL_CARE,6.14,unknown,2025-04-18 14:19:33.336154,,0.63,21.93
4531,SOMERSET,ORCHARD,SCHOOL,79.88,unknown,2025-04-18 14:19:33.38169,,0.63,18.1
4532,SOMERSET,ORCHARD,VEHICLE,46.29,unknown,2025-04-18 14:19:33.420481,,0.63,21.93
4533,SOMERSET,ORCHARD,SPORTS_COMPLEX,33.27,unknown,2025-04-18 14:19:33.453462,,0.63,33.97
4534,BENCOOLEN,ROCHOR,ARTS,16.55,unknown,2025-04-18 14:19:33.487274,,15.72,39.25
4535,BENCOOLEN,ROCHOR,APPAREL,47.09,unknown,2025-04-18 14:19:33.522843,,15.72,27.22
4536,BENCOOLEN,ROCHOR,CAFE,93.32,unknown,2025-04-18 14:19:33.558568,,15.72,36.48
4537,BENCOOLEN,ROCHOR,CLUBS,36.29,unknown,2025-04-18 14:19:33.602922,,15.72,39.25
4538,BENCOOLEN,ROCHOR,DOCTOR,4.22,unknown,2025-04-18 14:19:33.637024,,15.72,27.22
4539,BENCOOLEN,ROCHOR,RESTAURANT,80.65,unknown,2025-04-18 14:19:33.670917,,15.72,23.41
4540,BENCOOLEN,ROCHOR,SHOPPING,87.33,unknown,2025-04-18 14:19:33.710607,,15.72,27.22
4541,BENCOOLEN,ROCHOR,PERSONAL_CARE,29.12,unknown,2025-04-18 14:19:33.749985,,15.72,27.22
4542,BENCOOLEN,ROCHOR,SCHOOL,21.71,unknown,2025-04-18 14:19:33.788919,,15.72,23.38
4543,BENCOOLEN,ROCHOR,VEHICLE,42.42,unknown,2025-04-18 14:19:33.826882,,15.72,27.22
4544,BENCOOLEN,ROCHOR,SPORTS_COMPLEX,14.29,unknown,2025-04-18 14:19:33.865697,,15.72,39.25
4545,CHATSWORTH,TANGLIN,ARTS,5.64,unknown,2025-04-18 14:19:33.908252,,8.59,36.76
4546,CHATSWORTH,TANGLIN,APPAREL,6.40,unknown,2025-04-18 14:19:33.943754,,8.59,24.72
4547,CHATSWORTH,TANGLIN,CAFE,34.28,unknown,2025-04-18 14:19:33.979346,,8.59,33.99
4548,CHATSWORTH,TANGLIN,CLUBS,75.92,unknown,2025-04-18 14:19:34.015431,,8.59,36.76
4549,CHATSWORTH,TANGLIN,DOCTOR,34.92,unknown,2025-04-18 14:19:34.060832,,8.59,24.72
4550,CHATSWORTH,TANGLIN,RESTAURANT,4.88,unknown,2025-04-18 14:19:34.092299,,8.59,20.91
4551,CHATSWORTH,TANGLIN,SHOPPING,74.28,unknown,2025-04-18 14:19:34.136755,,8.59,24.72
4552,CHATSWORTH,TANGLIN,PERSONAL_CARE,38.12,unknown,2025-04-18 14:19:34.172286,,8.59,24.72
4553,CHATSWORTH,TANGLIN,SCHOOL,39.83,unknown,2025-04-18 14:19:34.206561,,8.59,20.88
4554,CHATSWORTH,TANGLIN,VEHICLE,11.85,unknown,2025-04-18 14:19:34.244533,,8.59,24.72
4555,CHATSWORTH,TANGLIN,SPORTS_COMPLEX,90.41,unknown,2025-04-18 14:19:34.290213,,8.59,36.76
4556,SELEGIE,ROCHOR,ARTS,33.24,unknown,2025-04-18 14:19:34.331127,,10.39,37.39
4557,SELEGIE,ROCHOR,APPAREL,98.19,unknown,2025-04-18 14:19:34.364973,,10.39,25.35
4558,SELEGIE,ROCHOR,CAFE,16.67,unknown,2025-04-18 14:19:34.403372,,10.39,34.62
4559,SELEGIE,ROCHOR,CLUBS,58.57,unknown,2025-04-18 14:19:34.455364,,10.39,37.39
4560,SELEGIE,ROCHOR,DOCTOR,15.21,unknown,2025-04-18 14:19:34.487808,,10.39,25.35
4561,SELEGIE,ROCHOR,RESTAURANT,94.25,unknown,2025-04-18 14:19:34.528829,,10.39,21.54
4562,SELEGIE,ROCHOR,SHOPPING,62.07,unknown,2025-04-18 14:19:34.582481,,10.39,25.35
4563,SELEGIE,ROCHOR,PERSONAL_CARE,73.22,unknown,2025-04-18 14:19:34.620049,,10.39,25.35
4564,SELEGIE,ROCHOR,SCHOOL,82.50,unknown,2025-04-18 14:19:34.658977,,10.39,21.51
4565,SELEGIE,ROCHOR,VEHICLE,12.86,unknown,2025-04-18 14:19:34.694711,,10.39,25.35
4566,SELEGIE,ROCHOR,SPORTS_COMPLEX,0.12,unknown,2025-04-18 14:19:34.743029,,10.39,37.39
4567,MOUNT EMILY,ROCHOR,ARTS,29.85,unknown,2025-04-18 14:19:34.80969,,11.97,37.94
4568,MOUNT EMILY,ROCHOR,APPAREL,49.20,unknown,2025-04-18 14:19:34.850631,,11.97,25.9
4569,MOUNT EMILY,ROCHOR,CAFE,80.20,unknown,2025-04-18 14:19:34.890521,,11.97,35.17
4570,MOUNT EMILY,ROCHOR,CLUBS,30.24,unknown,2025-04-18 14:19:34.927484,,11.97,37.94
4571,MOUNT EMILY,ROCHOR,DOCTOR,23.23,unknown,2025-04-18 14:19:34.969155,,11.97,25.9
4572,MOUNT EMILY,ROCHOR,RESTAURANT,12.72,unknown,2025-04-18 14:19:35.005998,,11.97,22.09
4573,MOUNT EMILY,ROCHOR,SHOPPING,7.53,unknown,2025-04-18 14:19:35.043501,,11.97,25.9
4574,MOUNT EMILY,ROCHOR,PERSONAL_CARE,92.51,unknown,2025-04-18 14:19:35.085789,,11.97,25.9
4575,MOUNT EMILY,ROCHOR,SCHOOL,46.89,unknown,2025-04-18 14:19:35.139138,,11.97,22.07
4576,MOUNT EMILY,ROCHOR,VEHICLE,33.43,unknown,2025-04-18 14:19:35.181431,,11.97,25.9
4577,MOUNT EMILY,ROCHOR,SPORTS_COMPLEX,64.61,unknown,2025-04-18 14:19:35.219898,,11.97,37.94
4578,ROCHOR CANAL,ROCHOR,ARTS,83.58,unknown,2025-04-18 14:19:35.255564,,0.00,33.75
4579,ROCHOR CANAL,ROCHOR,APPAREL,76.82,unknown,2025-04-18 14:19:35.295718,,0.00,6.92
4580,ROCHOR CANAL,ROCHOR,CAFE,48.44,unknown,2025-04-18 14:19:35.333129,,0.00,30.98
4581,ROCHOR CANAL,ROCHOR,CLUBS,31.58,unknown,2025-04-18 14:19:35.369443,,0.00,33.75
4582,ROCHOR CANAL,ROCHOR,DOCTOR,61.95,unknown,2025-04-18 14:19:35.407063,,0.00,6.92
4583,ROCHOR CANAL,ROCHOR,RESTAURANT,53.35,unknown,2025-04-18 14:19:35.439269,,0.00,3.11
4584,ROCHOR CANAL,ROCHOR,SHOPPING,85.18,unknown,2025-04-18 14:19:35.483087,,0.00,6.92
4585,ROCHOR CANAL,ROCHOR,PERSONAL_CARE,73.60,unknown,2025-04-18 14:19:35.521845,,0.00,6.92
4586,ROCHOR CANAL,ROCHOR,SCHOOL,9.84,unknown,2025-04-18 14:19:35.561485,,0.00,3.08
4587,ROCHOR CANAL,ROCHOR,VEHICLE,45.21,unknown,2025-04-18 14:19:35.595698,,0.00,6.92
4588,ROCHOR CANAL,ROCHOR,SPORTS_COMPLEX,66.86,unknown,2025-04-18 14:19:35.628148,,0.00,33.75
4589,MARGARET DRIVE,QUEENSTOWN,ARTS,90.47,unknown,2025-04-18 14:19:35.664771,,22.15,41.51
4590,MARGARET DRIVE,QUEENSTOWN,APPAREL,5.12,unknown,2025-04-18 14:19:35.698772,,22.15,29.47
4591,MARGARET DRIVE,QUEENSTOWN,CAFE,89.41,unknown,2025-04-18 14:19:35.739271,,22.15,38.73
4592,MARGARET DRIVE,QUEENSTOWN,CLUBS,90.74,unknown,2025-04-18 14:19:35.77505,,22.15,41.5
4593,MARGARET DRIVE,QUEENSTOWN,DOCTOR,50.16,unknown,2025-04-18 14:19:35.809298,,22.15,29.47
4594,MARGARET DRIVE,QUEENSTOWN,RESTAURANT,56.18,unknown,2025-04-18 14:19:35.847415,,22.15,25.66
4595,MARGARET DRIVE,QUEENSTOWN,SHOPPING,34.14,unknown,2025-04-18 14:19:35.883261,,22.15,29.47
4596,MARGARET DRIVE,QUEENSTOWN,PERSONAL_CARE,93.87,unknown,2025-04-18 14:19:35.918122,,22.15,29.47
4597,MARGARET DRIVE,QUEENSTOWN,SCHOOL,10.61,unknown,2025-04-18 14:19:35.955403,,22.15,25.63
4598,MARGARET DRIVE,QUEENSTOWN,VEHICLE,84.80,unknown,2025-04-18 14:19:35.997805,,22.15,29.47
4599,MARGARET DRIVE,QUEENSTOWN,SPORTS_COMPLEX,7.22,unknown,2025-04-18 14:19:36.033249,,22.15,41.51
4600,OXLEY,RIVER VALLEY,ARTS,53.99,unknown,2025-04-18 14:19:36.065595,,14.64,38.88
4601,OXLEY,RIVER VALLEY,APPAREL,95.87,unknown,2025-04-18 14:19:36.100629,,14.64,26.84
4602,OXLEY,RIVER VALLEY,CAFE,80.61,unknown,2025-04-18 14:19:36.138231,,14.64,36.11
4603,OXLEY,RIVER VALLEY,CLUBS,7.68,unknown,2025-04-18 14:19:36.185029,,14.64,38.88
4604,OXLEY,RIVER VALLEY,DOCTOR,0.51,unknown,2025-04-18 14:19:36.23514,,14.64,26.84
4605,OXLEY,RIVER VALLEY,RESTAURANT,60.46,unknown,2025-04-18 14:19:36.271391,,14.64,23.03
4606,OXLEY,RIVER VALLEY,SHOPPING,31.21,unknown,2025-04-18 14:19:36.306506,,14.64,26.84
4607,OXLEY,RIVER VALLEY,PERSONAL_CARE,78.88,unknown,2025-04-18 14:19:36.342259,,14.64,26.84
4608,OXLEY,RIVER VALLEY,SCHOOL,41.20,unknown,2025-04-18 14:19:36.388998,,14.64,23.0
4609,OXLEY,RIVER VALLEY,VEHICLE,15.69,unknown,2025-04-18 14:19:36.431238,,14.64,26.84
4610,OXLEY,RIVER VALLEY,SPORTS_COMPLEX,59.09,unknown,2025-04-18 14:19:36.462927,,14.64,38.88
4611,CITY HALL,DOWNTOWN CORE,ARTS,9.92,unknown,2025-04-18 14:19:36.500607,,0.00,33.75
4612,CITY HALL,DOWNTOWN CORE,APPAREL,95.15,unknown,2025-04-18 14:19:36.541159,,0.00,6.92
4613,CITY HALL,DOWNTOWN CORE,CAFE,14.33,unknown,2025-04-18 14:19:36.595381,,0.00,30.98
4614,CITY HALL,DOWNTOWN CORE,CLUBS,73.37,unknown,2025-04-18 14:19:36.665477,,0.00,33.75
4615,CITY HALL,DOWNTOWN CORE,DOCTOR,72.68,unknown,2025-04-18 14:19:36.709242,,0.00,6.92
4616,CITY HALL,DOWNTOWN CORE,RESTAURANT,51.08,unknown,2025-04-18 14:19:36.747099,,0.00,3.11
4617,CITY HALL,DOWNTOWN CORE,SHOPPING,84.75,unknown,2025-04-18 14:19:36.782879,,0.00,6.92
4618,CITY HALL,DOWNTOWN CORE,PERSONAL_CARE,79.07,unknown,2025-04-18 14:19:36.815808,,0.00,6.92
4619,CITY HALL,DOWNTOWN CORE,SCHOOL,21.91,unknown,2025-04-18 14:19:36.852916,,0.00,3.08
4620,CITY HALL,DOWNTOWN CORE,VEHICLE,80.13,unknown,2025-04-18 14:19:36.919374,,0.00,6.92
4621,CITY HALL,DOWNTOWN CORE,SPORTS_COMPLEX,6.63,unknown,2025-04-18 14:19:36.970825,,0.00,33.75
4622,MEI CHIN,QUEENSTOWN,ARTS,77.55,unknown,2025-04-18 14:19:37.011282,,44.10,61.35
4623,MEI CHIN,QUEENSTOWN,APPAREL,14.37,unknown,2025-04-18 14:19:37.053379,,44.10,61.35
4624,MEI CHIN,QUEENSTOWN,CAFE,39.74,unknown,2025-04-18 14:19:37.093608,,44.10,58.58
4625,MEI CHIN,QUEENSTOWN,CLUBS,76.40,unknown,2025-04-18 14:19:37.139493,,44.10,61.35
4626,MEI CHIN,QUEENSTOWN,DOCTOR,83.55,unknown,2025-04-18 14:19:37.176347,,44.10,61.35
4627,MEI CHIN,QUEENSTOWN,RESTAURANT,71.09,unknown,2025-04-18 14:19:37.209612,,44.10,57.54
4628,MEI CHIN,QUEENSTOWN,SHOPPING,85.84,unknown,2025-04-18 14:19:37.250444,,44.10,61.35
4629,MEI CHIN,QUEENSTOWN,PERSONAL_CARE,76.05,unknown,2025-04-18 14:19:37.28734,,44.10,61.35
4630,MEI CHIN,QUEENSTOWN,SCHOOL,52.86,unknown,2025-04-18 14:19:37.323827,,44.10,33.31
4631,MEI CHIN,QUEENSTOWN,VEHICLE,28.23,unknown,2025-04-18 14:19:37.359804,,44.10,61.35
4632,MEI CHIN,QUEENSTOWN,SPORTS_COMPLEX,91.23,unknown,2025-04-18 14:19:37.394757,,44.10,61.35
4633,LEONIE HILL,RIVER VALLEY,ARTS,94.65,unknown,2025-04-18 14:19:37.436585,,12.74,38.21
4634,LEONIE HILL,RIVER VALLEY,APPAREL,79.10,unknown,2025-04-18 14:19:37.470863,,12.74,26.17
4635,LEONIE HILL,RIVER VALLEY,CAFE,53.89,unknown,2025-04-18 14:19:37.511645,,12.74,35.44
4636,LEONIE HILL,RIVER VALLEY,CLUBS,18.26,unknown,2025-04-18 14:19:37.545627,,12.74,38.21
4637,LEONIE HILL,RIVER VALLEY,DOCTOR,44.89,unknown,2025-04-18 14:19:37.594404,,12.74,26.17
4638,LEONIE HILL,RIVER VALLEY,RESTAURANT,28.75,unknown,2025-04-18 14:19:37.629789,,12.74,22.36
4639,LEONIE HILL,RIVER VALLEY,SHOPPING,47.02,unknown,2025-04-18 14:19:37.666079,,12.74,26.17
4640,LEONIE HILL,RIVER VALLEY,PERSONAL_CARE,47.71,unknown,2025-04-18 14:19:37.699342,,12.74,26.17
4641,LEONIE HILL,RIVER VALLEY,SCHOOL,76.67,unknown,2025-04-18 14:19:37.733528,,12.74,22.34
4642,LEONIE HILL,RIVER VALLEY,VEHICLE,31.33,unknown,2025-04-18 14:19:37.771966,,12.74,26.17
4643,LEONIE HILL,RIVER VALLEY,SPORTS_COMPLEX,59.10,unknown,2025-04-18 14:19:37.809421,,12.74,38.21
4644,PORT,QUEENSTOWN,ARTS,53.83,unknown,2025-04-18 14:19:37.845137,,0.04,33.77
4645,PORT,QUEENSTOWN,APPAREL,66.69,unknown,2025-04-18 14:19:37.88268,,0.04,21.73
4646,PORT,QUEENSTOWN,CAFE,67.15,extremely low,2025-04-18 14:19:37.917563,1,0.02,26.98
4647,PORT,QUEENSTOWN,CLUBS,81.07,unknown,2025-04-18 14:19:37.963559,,0.04,33.77
4648,PORT,QUEENSTOWN,DOCTOR,52.19,unknown,2025-04-18 14:19:38.008576,,0.04,21.73
4649,PORT,QUEENSTOWN,RESTAURANT,9.70,medium,2025-04-18 14:19:38.042491,14,0.00,23.16
4650,PORT,QUEENSTOWN,SHOPPING,63.97,extremely low,2025-04-18 14:19:38.075834,2,0.01,14.8
4651,PORT,QUEENSTOWN,PERSONAL_CARE,71.08,unknown,2025-04-18 14:19:38.110287,,0.04,21.73
4652,PORT,QUEENSTOWN,SCHOOL,20.73,extremely low,2025-04-18 14:19:38.189577,1,0.02,14.84
4653,PORT,QUEENSTOWN,VEHICLE,65.96,extremely low,2025-04-18 14:19:38.25237,2,0.01,14.8
